reference_index,smiles,canonical_smiles,curation_status,parse_ok,canonical_roundtrip_ok,canonical_audit,molecular_formula,molecular_weight,heavy_atoms,components,formal_charge,radical_electrons,stereocenters,elements,B,P,N,Al,Si,canonical_match
174,CC(C)(C)C=C(Pc1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)(C)C=C(Pc1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC(C)(C)C=C(Pc1ccccc1)B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C24H16BCl10P,700.708,36,1,0,0,1,B;C;Cl;P,1,1,0,0,0,True
175,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,keep,True,True,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,C21H20BF10P,504.157,33,1,0,0,0,B;C;F;P,1,1,0,0,0,True
176,CC(C)(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,keep,True,True,CC(C)(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,C21H20BCl10P,668.707,33,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
177,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,keep,True,True,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,C46H36BF10P,820.56,58,1,0,0,0,B;C;F;P,1,1,0,0,0,True
178,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,keep,True,True,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,C46H36BCl10P,985.11,58,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
179,Fc1c(F)c(F)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C40H24BF10P,736.398,52,1,0,0,0,B;C;F;P,1,1,0,0,0,True
180,Clc1c(Cl)c(Cl)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C40H24BCl10P,900.948,52,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
181,Cc1cc(C)c(-c2cc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,Cc1cc(C)c(-c2cc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,keep,True,True,Cc1cc(C)c(-c2cc(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,C49H42BF10P,862.641,61,1,0,0,0,B;C;F;P,1,1,0,0,0,True
182,Cc1cc(C)c(-c2cc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,Cc1cc(C)c(-c2cc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,keep,True,True,Cc1cc(C)c(-c2cc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c3c2CCCC3)c(C)c1,C49H42BCl10P,1027.191,61,1,0,0,0,B;C;Cl;P,1,1,0,0,0,True
183,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,C46H38BF10P,822.576,58,1,0,0,2,B;C;F;P,1,1,0,0,0,True
184,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,C46H38BCl10P,987.126,58,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
185,Fc1c(F)c(F)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C40H26BF10P,738.414,52,1,0,0,2,B;C;F;P,1,1,0,0,0,True
186,Clc1c(Cl)c(Cl)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(C2=CC(c3ccccc3)C3CCCCC3=C2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C40H26BCl10P,902.964,52,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
187,Cc1cc(C)c(C2C=C(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,Cc1cc(C)c(C2C=C(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,keep,True,True,Cc1cc(C)c(C2C=C(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,C49H44BF10P,864.657,61,1,0,0,2,B;C;F;P,1,1,0,0,0,True
188,Cc1cc(C)c(C2C=C(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,Cc1cc(C)c(C2C=C(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,keep,True,True,Cc1cc(C)c(C2C=C(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)=C3CCCCC32)c(C)c1,C49H44BCl10P,1029.207,61,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
189,C=CP(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,C=CP(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,keep,True,True,C=CP(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,C44H52BF10P,812.666,56,1,0,0,1,B;C;F;P,1,1,0,0,0,True
190,C=CP(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,C=CP(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,keep,True,True,C=CP(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c2c(cc3c1C(CC)(CC)CC3(CC)CC)C(CC)(CC)CC2(CC)CC,C44H52BCl10P,977.216,56,1,0,0,1,B;C;Cl;P,1,1,0,0,0,True
191,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)C(CC)(CC)CC1(CC)CC,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)C(CC)(CC)CC1(CC)CC,keep,True,True,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(F)c(F)c(F)c(F)c3F)C2C)C(CC)(CC)CC1(CC)CC,C38H53BF5P,646.618,45,1,0,0,2,B;C;F;P,1,1,0,0,0,True
192,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)C(CC)(CC)CC1(CC)CC,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)C(CC)(CC)CC1(CC)CC,keep,True,True,CCC1(CC)CC(CC)(CC)c2c1cc1c(c2P2CCB(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2C)C(CC)(CC)CC1(CC)CC,C38H53BCl5P,728.893,45,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
193,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2)c(C)c1,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2)c(C)c1,keep,True,True,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2)c(C)c1,C40H32BF10P,744.462,52,1,0,0,2,B;C;F;P,1,1,0,0,0,True
194,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2)c(C)c1,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2)c(C)c1,keep,True,True,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2P2CCC(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)C2)c(C)c1,C40H32BCl10P,909.012,52,1,0,0,2,B;C;Cl;P,1,1,0,0,0,True
195,Cc1cc(C)c(BC=C(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)[Si](C)(C)C)c(C)c1,Cc1cc(C)c(BC=C(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)[Si](C)(C)C)c(C)c1,keep,True,True,Cc1cc(C)c(BC=C(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)[Si](C)(C)C)c(C)c1,C32H44BPSi,498.576,35,1,0,0,0,B;C;P;Si,1,1,0,0,1,True
196,C[Si](C)(C)C(=CBc1ccccc1)P(c1ccccc1)c1ccccc1,C[Si](C)(C)C(=CBc1ccccc1)P(c1ccccc1)c1ccccc1,keep,True,True,C[Si](C)(C)C(=CBc1ccccc1)P(c1ccccc1)c1ccccc1,C23H26BPSi,372.333,26,1,0,0,0,B;C;P;Si,1,1,0,0,1,True
197,Fc1c(F)c(F)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C30H14BF10N,589.241,42,1,0,0,0,B;C;F;N,1,0,1,0,0,True
198,Clc1c(Cl)c(Cl)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(c2ccccc2N(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C30H14BCl10N,753.791,42,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
199,Cc1cc(C)c(N(c2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(N(c2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,C36H26BF10N,673.403,48,1,0,0,0,B;C;F;N,1,0,1,0,0,True
200,Cc1cc(C)c(N(c2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(N(c2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,keep,True,True,Cc1cc(C)c(N(c2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,C36H26BCl10N,837.953,48,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
201,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C27H22BF10N,561.272,39,1,0,0,0,B;C;F;N,1,0,1,0,0,True
202,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C27H22BCl10N,725.822,39,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
203,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,keep,True,True,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C28H24BF10N,575.299,40,1,0,0,0,B;C;F;N,1,0,1,0,0,True
204,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,keep,True,True,CC1(C)CCCC(C)(C)N1Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C28H24BCl10N,739.849,40,1,0,0,0,B;C;Cl;N,1,0,1,0,0,True
205,Cc1cccc(C)c1B(c1c(C)cccc1C)C1CCCCN1,Cc1cccc(C)c1B(c1c(C)cccc1C)C1CCCCN1,keep,True,True,Cc1cccc(C)c1B(c1c(C)cccc1C)C1CCCCN1,C21H28BN,305.274,23,1,0,0,1,B;C;N,1,0,1,0,0,True
206,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,keep,True,True,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,C23H19BF10N2,524.211,36,1,0,0,0,B;C;F;N,1,0,2,0,0,True
207,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,keep,True,True,CC(C)(C)c1cc(C(C)(C)C)n(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1,C23H19BCl10N2,688.761,36,1,0,0,0,B;C;Cl;N,1,0,2,0,0,True
208,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,keep,True,True,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,C23H16BF10N,507.18,35,1,0,0,1,B;C;F;N,1,0,1,0,0,True
209,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,keep,True,True,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,C23H16BCl10N,671.73,35,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
210,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,keep,True,True,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,C26H22BF10N,549.261,38,1,0,0,1,B;C;F;N,1,0,1,0,0,True
211,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,keep,True,True,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,C26H22BCl10N,713.811,38,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
212,Fc1c(F)c(F)c(B(CC(c2ccccc2)N2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Fc1c(F)c(F)c(B(CC(c2ccccc2)N2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,keep,True,True,Fc1c(F)c(F)c(B(CC(c2ccccc2)N2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C25H18BF10N,533.218,37,1,0,0,1,B;C;F;N,1,0,1,0,0,True
213,Clc1c(Cl)c(Cl)c(B(CC(c2ccccc2)N2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(B(CC(c2ccccc2)N2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,keep,True,True,Clc1c(Cl)c(Cl)c(B(CC(c2ccccc2)N2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,C25H18BCl10N,697.768,37,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
214,Cc1cc(C)c(C(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)N2CCCCC2)c(C)c1,Cc1cc(C)c(C(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)N2CCCCC2)c(C)c1,keep,True,True,Cc1cc(C)c(C(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)N2CCCCC2)c(C)c1,C28H24BF10N,575.299,40,1,0,0,1,B;C;F;N,1,0,1,0,0,True
215,Cc1cc(C)c(C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCCCC2)c(C)c1,Cc1cc(C)c(C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCCCC2)c(C)c1,keep,True,True,Cc1cc(C)c(C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCCCC2)c(C)c1,C28H24BCl10N,739.849,40,1,0,0,1,B;C;Cl;N,1,0,1,0,0,True
